name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
University of Sussex ,99,53.9,30.6,79.8,28.1,34.8,92.0,"A member of the UK's 1994 Group of smaller research-intensive universities, Sussex is famous for its world-leading chemistry department and radical leftist theory. It is situated near the picturesque seaside town of Brighton, a traditional weekend retreat of Londoners since King George IV popularised it."
University of Cape Town ,103,53.2,34.3,73.9,97.5,41.1,75.3,"Optimism is the official creed of this university, which has the motto ""Spes Bona"" (""Good Hope""). Cape Town was a centre of opposition to government policy in the apartheid years. Many of its 22,500 students, administered by 4,500 staff, are members of more than 80 societies, predominantly in five categories: political, academic, religious, national and special interest."
University of Montreal ,104,53.1,54.5,79.5,81.3,47.0,48.7,"The French-speaking University of Montreal is the largest centre of higher education and research in Québec and the second largest in Canada. The university's 16 faculties and two affiliated schools (HEC Montréal and École Polytechnique) bring together more than 2,500 professors and researchers and 64,000 students. Offering more than 650 programmes at all academic levels, it annually awards about 3,000 masters and doctorate diplomas."
Delft University of Technology ,104,53.1,53.5,71.3,100.0,66.1,31.2,
Ghent University ,106,53.0,41.1,47.3,97.8,52.2,63.4,"Latin was the language of instruction when Ghent was founded in 1817. That changed to French when Belgium won independence in 1830, and changed again to Dutch in 1930. It has 132 departments in 11 faculties and five doctoral schools scattered across the ancient Flemish city, with around 2,000 academic staff looking after 31,200 students."
"University of California, Santa Cruz ",110,52.5,28.5,29.8,29.5,36.6,99.9,"In 1965, Santa Cruz's first students lived in on-site caravans in what is now the East Field athletics area. Today, around 16,800 students occupy the four-year public institution's 2,001-acre campus in eight residential college communities nestled amid redwood forests and meadows overlooking Monterey Bay."
"Royal Holloway, University of London ",107,52.9,28.6,93.3,25.9,24.1,98.2,"Two Victorian pioneers of women's higher learning - Elizabeth Jesser Reid and Thomas Holloway - lie behind Royal Holloway, a constituent college of the University of London formed by the merger of Bedford College and the original Royal Holloway College. Its spectacular Founder's Building and 135-acre campus accommodate around 7,700 students in three faculties: arts; history and social sciences; and sciences."
Tokyo Institute of Technology ,108,52.8,56.0,24.9,66.3,58.9,49.5,"From nanoelectronics to nuclear reactors, Tokyo Tech has gone from playing catch-up with the West in 1881 to a place in the vanguard of teaching and research in the natural sciences and engineering. Its three campuses are home to 10,000 students, half of them postgraduates, with a research and teaching staff of around 1,200."
Universität Basel ,111,52.2,38.9,92.4,48.6,21.9,86.0,"Switzerland's oldest university is associated with, among many other notables, Erasmus, Paracelsus, Nietzsche and Jung. An early centre of book printing, today it houses Switzerland's largest library (3 million-plus volumes) and serves around 11,400 students with seven faculties, six interdisciplinary institutions (including Jewish studies and African studies) and a tropical research centre."
University of Bern ,112,52.1,43.0,77.6,38.2,34.6,73.5,"The Theology Faculty and parts of the Philosophic-Historical Faculty occupy an old chocolate factory, Unitobler, in the Swiss capital. Established in 1834, these days the canton-regulated university has around 3,250 staff, 13,000 students and eight faculties. Theology, which offers master's in ecumenical studies, ancient Judaism and ancient Near Eastern cultures, is divided into Old Catholic and Protestant departments."
University of Utah ,113,51.9,42.1,23.3,,41.0,82.3,"If it looks familiar, you may have seen the ""U of U"", Utah's oldest institute of higher education, when it hosted the opening and closing ceremonies of the 2002 Winter Olympics. To get around the 1,534-acre campus, many of its 28,000-plus students and around 14,370 staff take ""green"" shuttle buses fuelled by biodiesel or used vegetable oil."
Stony Brook University ,114,51.4,37.7,56.5,29.2,28.7,88.3,"A concert venue for many years, SB was inducted into the Long Island Music Hall of Fame in 2006. On its North Shore location, around 1,900 faculty teach approximately 24,700 students in a dozen colleges and schools, including the School of Marine and Atmospheric Sciences. Founded in 1957, it co-manages the nuclear physics-centred Brookhaven National Laboratory."
Eindhoven University of Technology ,115,51.3,35.6,67.3,100.0,48.0,62.1,"Commercial applications of technology have dominated Eindhoven's output for more than a century, with the forerunner of TU/e being added to the mix in 1956. Today, some 120 professors lead a staff of around 2,500 fellows and researchers overseeing more than 7,200 students in nine departments that cover the full range of pure and applied science and technology."
Humboldt-Universität zu Berlin ,109,52.6,51.3,64.5,,54.5,50.1,"This institution followed the precepts of the great educational reformer Wilhelm von Humboldt when it opened in 1810 and pioneered many new academic disciplines. Weathering the onslaughts of the 20th century, it has returned to that reforming zeal and offers around 260 degree courses taught by some 2,170 academics to 35,000 students."
Université de Lausanne,116,51.2,27.5,86.7,40.3,40.4,77.8,"In 1909, the world's first forensic-science school joined the university community: a century later, this three-campus institution, where 12,000-plus students and 2,300 researchers study and work, has seven faculties and a School of Criminal Justice. Founded in 1537 as the only French-language school of Protestant theology, Lausanne teaches subjects that include Greek numismatics and cybermarketing."
